adm3_en,adm3_pcode,adm2_en,adm2_pcode,adm1_en,adm1_pcode,control,zone_desc,swath,uo_a_code,sp1_hromadas,sp2_hromadas,sp3_hromadas,sp4_hromadas
Ust-Putylska,UA7302017,Vyzhnytskyi,UA7302,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Vashkovetska,UA7304001,Dnistrovskyi,UA7304,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Kelmenetska,UA7304003,Dnistrovskyi,UA7304,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Klishkovetska,UA7304005,Dnistrovskyi,UA7304,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Livynetska,UA7304007,Dnistrovskyi,UA7304,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Mamalyhivska,UA7304009,Dnistrovskyi,UA7304,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Nedoboivska,UA7304011,Dnistrovskyi,UA7304,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Novodnistrovska,UA7304013,Dnistrovskyi,UA7304,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Rukshynska,UA7304015,Dnistrovskyi,UA7304,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Sokyrianska,UA7304017,Dnistrovskyi,UA7304,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Khotynska,UA7304019,Dnistrovskyi,UA7304,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Boianska,UA7306001,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Vanchykovetska,UA7306003,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Velykokuchurivska,UA7306005,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Verenchanska,UA7306007,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Viknianska,UA7306009,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Volokivska,UA7306011,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Hertsaivska,UA7306013,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Hlybotska,UA7306015,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Horishnosherovetska,UA7306017,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Zastavnivska,UA7306019,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Kadubovetska,UA7306021,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Kamianetska,UA7306023,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Kamianska,UA7306025,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Karapchivska,UA7306027,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Kitsmanska,UA7306029,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Kostryzhivska,UA7306031,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Krasnoilska,UA7306033,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Mahalska,UA7306035,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Mamaivska,UA7306037,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Nepolokovetska,UA7306039,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Novoselytska,UA7306041,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Ostrytska,UA7306043,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Petrovetska,UA7306045,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Stavchanska,UA7306047,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Storozhynetska,UA7306049,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Suchevenska,UA7306051,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Tarashanska,UA7306053,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Tereblechenska,UA7306055,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Toporivska,UA7306057,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Chahorska,UA7306059,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Chernivetska,UA7306061,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Chudeiska,UA7306063,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Yurkovetska,UA7306065,Chernivetskyi,UA7306,Chernivetska,UA73,UA,51+ km (not frontline region),50+,UA73_UALL,NA,NA,1,1
Koriukivska,UA7402001,Koriukivskyi,UA7402,Chernihivska,UA74,UA,0-20 km,0-20km,UA74_U20A,1,NA,1,1
Snovska,UA7402005,Koriukivskyi,UA7402,Chernihivska,UA74,UA,0-20 km,0-20km,UA74_U20A,1,NA,1,1
Novhorod-Siverska,UA7406003,Novhorod-Siverskyi,UA7406,Chernihivska,UA74,UA,0-20 km,0-20km,UA74_U20A,1,NA,1,1
Semenivska,UA7406007,Novhorod-Siverskyi,UA7406,Chernihivska,UA74,UA,0-20 km,0-20km,UA74_U20A,1,NA,1,1
Horodnianska,UA7410005,Chernihivskyi,UA7410,Chernihivska,UA74,UA,0-20 km,0-20km,UA74_U20A,1,NA,1,1
Kholmynska,UA7402009,Koriukivskyi,UA7402,Chernihivska,UA74,UA,21-50 km,20-50km,UA74_U50A,1,NA,1,1
Dobrianska,UA7410009,Chernihivskyi,UA7410,Chernihivska,UA74,UA,21-50 km,20-50km,UA74_U50A,1,NA,1,1
Sednivska,UA7410035,Chernihivskyi,UA7410,Chernihivska,UA74,UA,21-50 km,20-50km,UA74_U50A,1,NA,1,1
Tupychivska,UA7410037,Chernihivskyi,UA7410,Chernihivska,UA74,UA,21-50 km,20-50km,UA74_U50A,1,NA,1,1
Menska,UA7402003,Koriukivskyi,UA7402,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Sosnytska,UA7402007,Koriukivskyi,UA7402,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Baturynska,UA7404001,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Bakhmatska,UA7404003,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Bobrovytska,UA7404005,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Borznianska,UA7404007,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Vertiivska,UA7404009,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Vysochanska,UA7404011,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Dmytrivska,UA7404013,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Komarivska,UA7404015,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Krutivska,UA7404017,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Losynivska,UA7404019,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Makiivska,UA7404021,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Mrynska,UA7404023,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Nizhynska,UA7404025,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Novobasanska,UA7404027,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Nosivska,UA7404029,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Plyskivska,UA7404031,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Talalaivska,UA7404033,Nizhynskyi,UA7404,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Koropska,UA7406001,Novhorod-Siverskyi,UA7406,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Ponornytska,UA7406005,Novhorod-Siverskyi,UA7406,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Varvynska,UA7408001,Prylutskyi,UA7408,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Ichnianska,UA7408003,Prylutskyi,UA7408,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Ladanska,UA7408005,Prylutskyi,UA7408,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Lynovytska,UA7408007,Prylutskyi,UA7408,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Malodivytska,UA7408009,Prylutskyi,UA7408,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Parafiivska,UA7408011,Prylutskyi,UA7408,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Prylutska,UA7408013,Prylutskyi,UA7408,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Sribnianska,UA7408015,Prylutskyi,UA7408,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Sukhopolovianska,UA7408017,Prylutskyi,UA7408,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Talalaivska,UA7408019,Prylutskyi,UA7408,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Yablunivska,UA7408021,Prylutskyi,UA7408,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Bereznianska,UA7410001,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Honcharivska,UA7410003,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Desnianska,UA7410007,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Ivanivska,UA7410011,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Kyinska,UA7410013,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Kyselivska,UA7410015,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Kiptivska,UA7410017,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Kozeletska,UA7410019,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Kulykivska,UA7410021,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Liubetska,UA7410023,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Mykhailo-Kotsiubynska,UA7410025,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Novobilouska,UA7410027,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Olyshivska,UA7410029,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Osterska,UA7410031,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Ripkynska,UA7410033,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Chernihivska,UA7410039,Chernihivskyi,UA7410,Chernihivska,UA74,UA,51+ km (frontline region),50+,UA74_U51P,NA,NA,1,1
Kyiv,UA8000000,Kyiv,UA8000,Kyiv,UA80,UA,51+ km (not frontline region),50+,UA80_UALL,NA,NA,1,1
Bakhmutska,UA1402001,Bakhmutskyi,UA1402,Donetska,UA14,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Svitlodarska,UA1402005,Bakhmutskyi,UA1402,Donetska,UA14,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Toretska,UA1402011,Bakhmutskyi,UA1402,Donetska,UA14,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Chasovoiarska,UA1402013,Bakhmutskyi,UA1402,Donetska,UA14,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Velykonovosilkivska,UA1404001,Volnovaskyi,UA1404,Donetska,UA14,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Horlivska,UA1406003,Horlivskyi,UA1406,Donetska,UA14,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Hrodivska,UA1416005,Pokrovskyi,UA1416,Donetska,UA14,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Kurakhivska,UA1416011,Pokrovskyi,UA1416,Donetska,UA14,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Novohrodivska,UA1416017,Pokrovskyi,UA1416,Donetska,UA14,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Ocheretynska,UA1416019,Pokrovskyi,UA1416,Donetska,UA14,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Selydivska,UA1416023,Pokrovskyi,UA1416,Donetska,UA14,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Blahovishchenska,UA2304001,Vasylivskyi,UA2304,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Vasylivska,UA2304003,Vasylivskyi,UA2304,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Velykobilozerska,UA2304005,Vasylivskyi,UA2304,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Vodianska,UA2304007,Vasylivskyi,UA2304,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Dniprorudnenska,UA2304009,Vasylivskyi,UA2304,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Enerhodarska,UA2304011,Vasylivskyi,UA2304,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Kamiansko-Dniprovska,UA2304013,Vasylivskyi,UA2304,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Malobilozerska,UA2304015,Vasylivskyi,UA2304,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Mykhailivska,UA2304017,Vasylivskyi,UA2304,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Rozdolska,UA2304019,Vasylivskyi,UA2304,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Voskresenska,UA2310005,Polohivskyi,UA2310,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Polohivska,UA2310019,Polohivskyi,UA2310,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Tokmatska,UA2310027,Polohivskyi,UA2310,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Fedorivska,UA2310029,Polohivskyi,UA2310,Zaporizka,UA23,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Kolomyichyska,UA4410003,Svativskyi,UA4410,Luhanska,UA44,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Krasnorichenska,UA4410005,Svativskyi,UA4410,Luhanska,UA44,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Nyzhnoduvanska,UA4410009,Svativskyi,UA4410,Luhanska,UA44,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Kreminska,UA4412003,Siverskodonetskyi,UA4412,Luhanska,UA44,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Lysychanska,UA4412005,Siverskodonetskyi,UA4412,Luhanska,UA44,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Popasnianska,UA4412007,Siverskodonetskyi,UA4412,Luhanska,UA44,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Ochakivska,UA4806025,Mykolaivskyi,UA4806,Mykolaivska,UA48,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Petropavlivska,UA6308013,Kupianskyi,UA6308,Kharkivska,UA63,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Velykolepetyska,UA6506003,Kakhovskyi,UA6506,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Verkhnorohachytska,UA6506005,Kakhovskyi,UA6506,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Hornostaivska,UA6506007,Kakhovskyi,UA6506,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Zelenopidska,UA6506009,Kakhovskyi,UA6506,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Kakhovska,UA6506011,Kakhovskyi,UA6506,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Kostiantynivska,UA6506013,Kakhovskyi,UA6506,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Liubymivska,UA6506015,Kakhovskyi,UA6506,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Novokakhovska,UA6506017,Kakhovskyi,UA6506,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Tavriiska,UA6506025,Kakhovskyi,UA6506,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Holoprystanska,UA6508003,Skadovskyi,UA6508,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Chulakivska,UA6508017,Skadovskyi,UA6508,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Oleshkivska,UA6510011,Khersonskyi,UA6510,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Yuvileina,UA6510019,Khersonskyi,UA6510,Khersonska,UA65,OT,0-20 km,0-20km,UAOT_O20A,1,NA,1,1
Vuhledarska,UA1404005,Volnovaskyi,UA1404,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Staromlynivska,UA1404013,Volnovaskyi,UA1404,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Vuhlehirska,UA1406001,Horlivskyi,UA1406,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Debaltsivska,UA1406005,Horlivskyi,UA1406,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Yenakiievska,UA1406007,Horlivskyi,UA1406,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Zhdanivska,UA1406009,Horlivskyi,UA1406,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Donetska,UA1408003,Donetskyi,UA1408,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Makiivska,UA1408007,Donetskyi,UA1408,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Khartsyzka,UA1408009,Donetskyi,UA1408,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Yasynuvatska,UA1408011,Donetskyi,UA1408,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Avdiivska,UA1416001,Pokrovskyi,UA1416,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Marinska,UA1416013,Pokrovskyi,UA1416,Donetska,UA14,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Chernihivska,UA2302015,Berdianskyi,UA2302,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Veselivska,UA2308001,Melitopolskyi,UA2308,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Novobohdanivska,UA2308013,Melitopolskyi,UA2308,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Novouspenivska,UA2308017,Melitopolskyi,UA2308,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Plodorodnenska,UA2308021,Melitopolskyi,UA2308,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Terpinnivska,UA2308027,Melitopolskyi,UA2308,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Havrylivska,UA2308029,Melitopolskyi,UA2308,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Bilmatska,UA2310001,Polohivskyi,UA2310,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Komysh-Zorianska,UA2310009,Polohivskyi,UA2310,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Molochanska,UA2310015,Polohivskyi,UA2310,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Rozivska,UA2310023,Polohivskyi,UA2310,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Smyrnovska,UA2310025,Polohivskyi,UA2310,Zaporizka,UA23,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Kadiivska,UA4402005,Alchevskyi,UA4402,Luhanska,UA44,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Svativska,UA4410011,Svativskyi,UA4410,Luhanska,UA44,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Troitska,UA4410013,Svativskyi,UA4410,Luhanska,UA44,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Hirska,UA4412001,Siverskodonetskyi,UA4412,Luhanska,UA44,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Rubizhanska,UA4412009,Siverskodonetskyi,UA4412,Luhanska,UA44,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Siverskodonetska,UA4412011,Siverskodonetskyi,UA4412,Luhanska,UA44,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Shulhynska,UA4414015,Starobilskyi,UA4414,Luhanska,UA44,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Nyzhnosirohozka,UA6504005,Henicheskyi,UA6504,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Askaniia-Nova,UA6506001,Kakhovskyi,UA6506,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Rubanivska,UA6506021,Kakhovskyi,UA6506,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Tavrychanska,UA6506023,Kakhovskyi,UA6506,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Khrestivska,UA6506027,Kakhovskyi,UA6506,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Chaplynska,UA6506029,Kakhovskyi,UA6506,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Bekhterska,UA6508001,Skadovskyi,UA6508,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Dolmativska,UA6508005,Skadovskyi,UA6508,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Lazurnenska,UA6508009,Skadovskyi,UA6508,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Novomykolaivska,UA6508013,Skadovskyi,UA6508,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Skadovska,UA6508015,Skadovskyi,UA6508,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Velykokopanivska,UA6510003,Khersonskyi,UA6510,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Vynohradivska,UA6510005,Khersonskyi,UA6510,Khersonska,UA65,OT,21-50 km,20-50km,UAOT_O50A,1,NA,1,1
Volnovaska,UA1404003,Volnovaskyi,UA1404,Donetska,UA14,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Myrnenska,UA1404009,Volnovaskyi,UA1404,Donetska,UA14,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Olhynska,UA1404011,Volnovaskyi,UA1404,Donetska,UA14,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
